OTU;Domain;Phylum;Class;Order;Family;Genus;Species;unique;;;;Phylum;Class;Order;Family;Genus;Species;;Family;;;Genus;;;Species;
Otu2329;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2329;;;;;;;;;;;;;;;;;;
Otu2330;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2330;;;;;;;;;;;;;;;;;;
Otu2332;Bacteria;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAG-272;CAG-272;Otu2332;;;;;;;;;;;;;;;;;;
Otu2333;Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Avelusimicrobium;Avelusimicrobium sp900541355;Otu2333;;;;;;;;;;;;;;;;;;
Otu2334;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacteraceae;Acutalibacteraceae;Otu2334;;;;;;;;;;;;;;;;;;
Otu2335;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2335;;;;;;;;;;;;;;;;;;
Otu2337;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu2337;;;;;;;;;;;;;;;;;;
Otu2338;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola plebeius_A;Otu2338;;;;;;;;;;;;;;;;;;
Otu2342;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A sp900066335;Otu2342;;;;;;;;;;;;;;;;;;
Otu2343;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Hominicoprocola;Hominicoprocola fusiformis;Otu2343;;;;;;;;;;;;;;;;;;
Otu2345;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-103;CAG-103 sp900543625;Otu2345;;;;;;;;;;;;;;;;;;
Otu2346;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp003538135;Otu2346;;;;;;;;;;;;;;;;;;
Otu2347;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger qucibialis;Otu2347;;;;;;;;;;;;;;;;;;
Otu2348;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2348;;;;;;;;;;;;;;;;;;
Otu2349;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2349;;;;;;;;;;;;;;;;;;
Otu2350;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Hominimerdicola;Hominimerdicola aceti;Otu2350;;;;;;;;;;;;;;;;;;
Otu2352;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella;Otu2352;;;;;;;;;;;;;;;;;;
Otu2360;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Dorea_A;Dorea_A amylophila;Otu2360;;;;;;;;;;;;;;;;;;
Otu2362;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster sp000431375;Otu2362;;;;;;;;;;;;;;;;;;
Otu2364;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;Muribaculaceae;Otu2364;;;;;;;;;;;;;;;;;;
Otu2365;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales;Bacteroidales;Bacteroidales;Otu2365;;;;;;;;;;;;;;;;;;
Otu2366;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu2366;;;;;;;;;;;;;;;;;;
Otu2368;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Jutongia;Jutongia huaianensis;Otu2368;;;;;;;;;;;;;;;;;;
Otu2369;Bacteria;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae;Rhizomicrobium;Rhizomicrobium sp945860165;Otu2369;;;;;;;;;;;;;;;;;;
Otu2370;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2370;;;;;;;;;;;;;;;;;;
Otu2373;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Otoolea;Otoolea fessa;Otu2373;;;;;;;;;;;;;;;;;;
Otu2375;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii_A;Otu2375;;;;;;;;;;;;;;;;;;
Otu2376;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2376;;;;;;;;;;;;;;;;;;
Otu2377;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum butyriciproducens;Otu2377;;;;;;;;;;;;;;;;;;
Otu2379;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira;Otu2379;;;;;;;;;;;;;;;;;;
Otu2380;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;Ruminococcaceae;Otu2380;;;;;;;;;;;;;;;;;;
Otu2381;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2381;;;;;;;;;;;;;;;;;;
Otu2382;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu2382;;;;;;;;;;;;;;;;;;
Otu2386;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2386;;;;;;;;;;;;;;;;;;
Otu2388;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2388;;;;;;;;;;;;;;;;;;
Otu2389;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Otu2389;;;;;;;;;;;;;;;;;;
Otu2390;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella ruminicola_A;Otu2390;;;;;;;;;;;;;;;;;;
Otu2391;Bacteria;Bacillota;Bacilli;MOL361;Turicibacteraceae;Turicibacter;Turicibacter bilis;Otu2391;;;;;;;;;;;;;;;;;;
Otu2393;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu2393;;;;;;;;;;;;;;;;;;
Otu2394;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter;Otu2394;;;;;;;;;;;;;;;;;;
Otu2397;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia;Otu2397;;;;;;;;;;;;;;;;;;
Otu2398;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Hominenteromicrobium;Hominenteromicrobium mulieris;Otu2398;;;;;;;;;;;;;;;;;;
Otu2399;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu2399;;;;;;;;;;;;;;;;;;
Otu2400;Bacteria;Bacillota_I;Bacilli_A;RF39;UBA660;CAG-628;CAG-628 sp934085635;Otu2400;;;;;;;;;;;;;;;;;;
Otu2401;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyribacter;Butyribacter sp003529475;Otu2401;;;;;;;;;;;;;;;;;;
Otu2403;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola massiliensis;Otu2403;;;;;;;;;;;;;;;;;;
Otu2406;Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Arthrobacter;Arthrobacter;Otu2406;;;;;;;;;;;;;;;;;;
Otu2411;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu2411;;;;;;;;;;;;;;;;;;
Otu2412;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio_A;Butyrivibrio_A sp000431815;Otu2412;;;;;;;;;;;;;;;;;;
Otu2414;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Bovifimicola;Bovifimicola ammoniilytica;Otu2414;;;;;;;;;;;;;;;;;;
Otu2415;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2415;;;;;;;;;;;;;;;;;;
Otu2416;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii;Otu2416;;;;;;;;;;;;;;;;;;
Otu2418;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu2418;;;;;;;;;;;;;;;;;;
Otu2419;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2419;;;;;;;;;;;;;;;;;;
Otu2421;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Alitiscatomonas;Alitiscatomonas sp900066055;Otu2421;;;;;;;;;;;;;;;;;;
Otu2424;Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Anaerotardibacter;Anaerotardibacter sp900556585;Otu2424;;;;;;;;;;;;;;;;;;
Otu2431;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus;Bariatricus comes_A;Otu2431;;;;;;;;;;;;;;;;;;
Otu2434;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2434;;;;;;;;;;;;;;;;;;
Otu2435;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu2435;;;;;;;;;;;;;;;;;;
Otu2436;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2436;;;;;;;;;;;;;;;;;;
Otu2439;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-508;CAG-508;Otu2439;;;;;;;;;;;;;;;;;;
Otu2440;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu2440;;;;;;;;;;;;;;;;;;
Otu2441;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2441;;;;;;;;;;;;;;;;;;
Otu2442;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella;Otu2442;;;;;;;;;;;;;;;;;;
Otu2443;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2443;;;;;;;;;;;;;;;;;;
Otu2447;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu2447;;;;;;;;;;;;;;;;;;
Otu2449;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-273;CAG-273 sp000435755;Otu2449;;;;;;;;;;;;;;;;;;
Otu2450;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2450;;;;;;;;;;;;;;;;;;
Otu2451;Bacteria;Bacillota_C;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas funiformis;Otu2451;;;;;;;;;;;;;;;;;;
Otu2453;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella;Otu2453;;;;;;;;;;;;;;;;;;
Otu2454;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2454;;;;;;;;;;;;;;;;;;
Otu2455;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter faecis;Otu2455;;;;;;;;;;;;;;;;;;
Otu2458;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2458;;;;;;;;;;;;;;;;;;
Otu2462;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2462;;;;;;;;;;;;;;;;;;
Otu2463;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu2463;;;;;;;;;;;;;;;;;;
Otu2464;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis;Otu2464;;;;;;;;;;;;;;;;;;
Otu2465;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia;Otu2465;;;;;;;;;;;;;;;;;;
Otu2467;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter sp900543445;Otu2467;;;;;;;;;;;;;;;;;;
Otu2468;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2468;;;;;;;;;;;;;;;;;;
Otu2469;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hungatella;Hungatella effluvii;Otu2469;;;;;;;;;;;;;;;;;;
Otu2471;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp000434635;Otu2471;;;;;;;;;;;;;;;;;;
Otu2472;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu2472;;;;;;;;;;;;;;;;;;
Otu2473;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu2473;;;;;;;;;;;;;;;;;;
Otu2476;Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium;Otu2476;;;;;;;;;;;;;;;;;;
Otu2477;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu2477;;;;;;;;;;;;;;;;;;
Otu2480;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum hallii;Otu2480;;;;;;;;;;;;;;;;;;
Otu2481;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu2481;;;;;;;;;;;;;;;;;;
Otu2483;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2483;;;;;;;;;;;;;;;;;;
Otu2486;Bacteria;Bacillota_A;Clostridia;Christensenellales;CAG-314;CAG-314;CAG-314 sp900551395;Otu2486;;;;;;;;;;;;;;;;;;
Otu2487;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2487;;;;;;;;;;;;;;;;;;
Otu2490;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu2490;;;;;;;;;;;;;;;;;;
Otu2494;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp000435555;Otu2494;;;;;;;;;;;;;;;;;;
Otu2496;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu2496;;;;;;;;;;;;;;;;;;
Otu2498;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu2498;;;;;;;;;;;;;;;;;;
Otu2501;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu2501;;;;;;;;;;;;;;;;;;
Otu2503;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimenecus;Fimenecus sp000432435;Otu2503;;;;;;;;;;;;;;;;;;
Otu2510;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2510;;;;;;;;;;;;;;;;;;
Otu2511;Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus fermentum;Otu2511;;;;;;;;;;;;;;;;;;
Otu2512;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Oliverpabstia;Oliverpabstia intestinalis;Otu2512;;;;;;;;;;;;;;;;;;
Otu2513;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris_A;Otu2513;;;;;;;;;;;;;;;;;;
Otu2519;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2519;;;;;;;;;;;;;;;;;;
Otu2520;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2520;;;;;;;;;;;;;;;;;;
Otu2522;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu2522;;;;;;;;;;;;;;;;;;
Otu2523;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Gallintestinimicrobium;Gallintestinimicrobium propionicum;Otu2523;;;;;;;;;;;;;;;;;;
Otu2524;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter sp000436875;Otu2524;;;;;;;;;;;;;;;;;;
Otu2525;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_I;Eubacterium_I ramulus;Otu2525;;;;;;;;;;;;;;;;;;
Otu2526;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp003514385;Otu2526;;;;;;;;;;;;;;;;;;
Otu2527;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu2527;;;;;;;;;;;;;;;;;;
Otu2528;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2528;;;;;;;;;;;;;;;;;;
Otu2529;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospirales;Oscillospirales;Oscillospirales;Otu2529;;;;;;;;;;;;;;;;;;
Otu2533;Bacteria;Bacillota_A;Clostridia;Christensenellales;QALW01;UMGS1322;UMGS1322 sp905200615;Otu2533;;;;;;;;;;;;;;;;;;
Otu2535;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2535;;;;;;;;;;;;;;;;;;
Otu2537;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacteraceae;Acutalibacteraceae;Otu2537;;;;;;;;;;;;;;;;;;
Otu2545;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominisplanchenecus;Hominisplanchenecus faecis;Otu2545;;;;;;;;;;;;;;;;;;
Otu2547;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Dorea_A;Dorea_A;Otu2547;;;;;;;;;;;;;;;;;;
Otu2549;Bacteria;Bacillota_A;Clostridia;Christensenellales;Aristaeellaceae;UBA11524;UBA11524 sp000437595;Otu2549;;;;;;;;;;;;;;;;;;
Otu2550;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E intestinalis;Otu2550;;;;;;;;;;;;;;;;;;
Otu2551;Bacteria;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Allisonella;Allisonella histaminiformans;Otu2551;;;;;;;;;;;;;;;;;;
Otu2556;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominisplanchenecus;Hominisplanchenecus faecis;Otu2556;;;;;;;;;;;;;;;;;;
Otu2557;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu2557;;;;;;;;;;;;;;;;;;
Otu2563;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimenecus;Fimenecus;Otu2563;;;;;;;;;;;;;;;;;;
Otu2565;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum faecicola;Otu2565;;;;;;;;;;;;;;;;;;
Otu2567;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Neobittarella;Neobittarella massiliensis;Otu2567;;;;;;;;;;;;;;;;;;
Otu2568;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-194;CAG-194 sp018917935;Otu2568;;;;;;;;;;;;;;;;;;
Otu2569;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Succinivibrio;Succinivibrio sp000431835;Otu2569;;;;;;;;;;;;;;;;;;
Otu2570;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2570;;;;;;;;;;;;;;;;;;
Otu2575;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Faecalimonas;Faecalimonas phoceensis;Otu2575;;;;;;;;;;;;;;;;;;
Otu2576;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans;Otu2576;;;;;;;;;;;;;;;;;;
Otu2578;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2578;;;;;;;;;;;;;;;;;;
Otu2579;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu2579;;;;;;;;;;;;;;;;;;
Otu2580;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Brotaphodocola;Brotaphodocola sp003478505;Otu2580;;;;;;;;;;;;;;;;;;
Otu2583;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor acetigignens;Otu2583;;;;;;;;;;;;;;;;;;
Otu2587;Bacteria;Bacillota_A;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium lentum;Otu2587;;;;;;;;;;;;;;;;;;
Otu2588;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp000435555;Otu2588;;;;;;;;;;;;;;;;;;
Otu2590;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio_A;Butyrivibrio_A crossotus;Otu2590;;;;;;;;;;;;;;;;;;
Otu2591;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospirales;Oscillospirales;Oscillospirales;Otu2591;;;;;;;;;;;;;;;;;;
Otu2592;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-882;CAG-882 sp003486385;Otu2592;;;;;;;;;;;;;;;;;;
Otu2593;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella;Otu2593;;;;;;;;;;;;;;;;;;
Otu2600;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp900551275;Otu2600;;;;;;;;;;;;;;;;;;
Otu2603;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2603;;;;;;;;;;;;;;;;;;
Otu2604;Bacteria;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAG-272;CAG-272;Otu2604;;;;;;;;;;;;;;;;;;
Otu2607;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2607;;;;;;;;;;;;;;;;;;
Otu2611;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2611;;;;;;;;;;;;;;;;;;
Otu2613;Bacteria;Bacillota_A;Clostridia;UBA1381;UBA1381;Hominilimicola;Hominilimicola fabiformis;Otu2613;;;;;;;;;;;;;;;;;;
Otu2615;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2615;;;;;;;;;;;;;;;;;;
Otu2616;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu2616;;;;;;;;;;;;;;;;;;
Otu2626;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp900549635;Otu2626;;;;;;;;;;;;;;;;;;
Otu2629;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominiventricola;Hominiventricola;Otu2629;;;;;;;;;;;;;;;;;;
Otu2633;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2633;;;;;;;;;;;;;;;;;;
Otu2635;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu2635;;;;;;;;;;;;;;;;;;
Otu2636;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu2636;;;;;;;;;;;;;;;;;;
Otu2641;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira;Otu2641;;;;;;;;;;;;;;;;;;
Otu2645;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus;Otu2645;;;;;;;;;;;;;;;;;;
Otu2649;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira;Otu2649;;;;;;;;;;;;;;;;;;
Otu2651;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes;Otu2651;;;;;;;;;;;;;;;;;;
Otu2654;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Alitiscatomonas;Alitiscatomonas;Otu2654;;;;;;;;;;;;;;;;;;
Otu2656;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Dorea_D;Dorea_D hominis;Otu2656;;;;;;;;;;;;;;;;;;
Otu2659;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2659;;;;;;;;;;;;;;;;;;
Otu2661;Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium;Otu2661;;;;;;;;;;;;;;;;;;
Otu2662;Bacteria;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp900543165;Otu2662;;;;;;;;;;;;;;;;;;
Otu2664;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae;Otu2664;;;;;;;;;;;;;;;;;;
